Time,Temp,DHT,TMP,Humidity,DHT_Check
10013;23,74;23,00;24,49;16,00;0
20025;23,63;23,00;24,27;16,00;0
30042;23,82;23,00;24,64;16,00;0
40054;23,74;23,00;24,48;16,00;0
50066;23,66;23,00;24,33;16,00;0
60080;23,66;23,00;24,33;16,00;0
70091;23,79;23,00;24,59;16,00;0
80105;23,78;23,00;24,55;16,00;0
90119;23,90;23,00;24,79;16,00;0
100130;24,12;23,00;25,23;16,00;0
110150;24,13;23,00;25,26;16,00;0
120176;24,10;23,00;25,20;16,00;0
130202;24,17;23,00;25,33;16,00;0
140228;24,06;23,00;25,11;16,00;0
150255;24,11;23,00;25,22;16,00;0
160280;24,31;23,00;25,62;16,00;0
170307;24,31;23,00;25,63;16,00;0
180330;24,62;23,00;26,24;16,00;0
190353;24,56;23,00;26,12;16,00;0
200380;24,42;23,00;25,83;16,00;0
210402;24,69;23,00;26,39;16,00;0
220429;24,49;23,00;25,98;16,00;0
230456;24,91;24,00;25,83;16,00;0
240482;25,17;24,00;26,34;16,00;0
250504;25,07;24,00;26,14;16,00;0
260527;25,00;24,00;26,00;16,00;0
270552;25,47;24,00;26,95;16,00;0
280579;25,37;24,00;26,74;16,00;0
300632;25,27;24,00;26,53;16,00;0
320686;25,55;24,00;27,10;16,00;0
330711;25,53;24,00;27,06;16,00;0
340738;25,30;24,00;26,60;16,00;0
350763;25,81;24,00;27,62;16,00;0
360788;25,48;24,00;26,97;16,00;0
370814;25,68;24,00;27,36;16,00;0
380835;25,73;24,00;27,46;16,00;0
390861;25,70;24,00;27,40;16,00;0
400887;25,74;24,00;27,49;16,00;0
410910;26,33;25,00;27,66;15,00;0
420931;26,39;25,00;27,78;15,00;0
430957;26,50;25,00;28,00;15,00;0
440984;26,54;25,00;28,08;15,00;0
451011;26,47;25,00;27,93;15,00;0
461037;26,43;25,00;27,87;15,00;0
471063;26,49;25,00;27,97;15,00;0
481090;26,74;25,00;28,47;15,00;0
491117;26,72;25,00;28,45;15,00;0
501143;26,70;25,00;28,40;15,00;0
511170;26,66;25,00;28,32;15,00;0
521196;26,66;25,00;28,32;15,00;0
531223;26,78;25,00;28,55;15,00;0
541251;27,44;26,00;28,87;15,00;0
551279;27,17;26,00;28,34;15,00;0
561302;27,36;26,00;28,72;15,00;0
571324;27,45;26,00;28,91;15,00;0
581352;27,31;26,00;28,62;15,00;0
591375;27,41;26,00;28,82;15,00;0
601398;27,38;26,00;28,76;15,00;0
611422;27,44;26,00;28,88;15,00;0
621445;27,42;26,00;28,84;15,00;0
631472;27,62;26,00;29,24;15,00;0
641494;27,57;26,00;29,15;15,00;0
651522;27,65;26,00;29,30;15,00;0
661542;27,60;26,00;29,20;15,00;0
671565;27,62;26,00;29,23;15,00;0
681592;27,51;26,00;29,02;15,00;0
691618;27,73;26,00;29,46;15,00;0
701647;27,68;26,00;29,36;15,00;0
711673;27,65;26,00;29,31;15,00;0
721699;27,55;26,00;29,09;15,00;0
741753;27,83;26,00;29,66;15,00;0
751777;27,71;26,00;29,42;15,00;0
771832;28,34;27,00;29,69;14,00;0
781859;28,23;27,00;29,47;14,00;0
791885;28,33;27,00;29,67;14,00;0
801909;28,39;27,00;29,77;14,00;0
811934;28,32;27,00;29,64;14,00;0
821959;28,47;27,00;29,94;14,00;0
831982;28,27;27,00;29,55;14,00;0
842008;28,54;27,00;30,08;14,00;0
852033;28,46;27,00;29,92;14,00;0
862060;28,46;27,00;29,93;14,00;0
872086;28,40;27,00;29,79;14,00;0
882110;28,51;27,00;30,03;14,00;0
892134;28,63;27,00;30,27;14,00;0
902159;28,62;27,00;30,24;14,00;0
912185;28,65;27,00;30,31;14,00;0
922211;28,72;27,00;30,45;14,00;0
932237;28,41;27,00;29,83;14,00;0
942263;28,64;27,00;30,29;14,00;0
952291;28,72;27,00;30,44;14,00;0
962317;28,39;27,00;29,79;14,00;0
972343;28,55;27,00;30,10;14,00;0
982371;28,52;27,00;30,05;14,00;0
992394;28,57;27,00;30,14;14,00;0
1002415;28,83;27,00;30,66;14,00;0
1012441;28,76;27,00;30,51;14,00;0
1022464;28,83;27,00;30,66;14,00;0
1032494;28,81;27,00;30,61;14,00;0
1062573;28,78;27,00;30,55;14,00;0
1072602;28,74;27,00;30,48;14,00;0
1082625;28,75;27,00;30,50;14,00;0
1092647;28,72;27,00;30,44;14,00;0
1102673;28,80;27,00;30,60;14,00;0
1112698;29,02;27,00;31,03;14,00;0
1122721;28,89;27,00;30,79;14,00;0
1132744;28,71;27,00;30,41;14,00;0
1142768;29,02;27,00;31,03;14,00;0
1152794;28,95;27,00;30,90;14,00;0
1162819;28,74;27,00;30,48;14,00;0
1172843;29,07;27,00;31,15;14,00;0
1182865;28,96;27,00;30,92;14,00;0
1192891;28,83;27,00;30,66;14,00;0
1202914;29,05;27,00;31,09;14,00;0
1212942;28,87;27,00;30,74;14,00;0
1222968;29,04;27,00;31,09;14,00;0
1232992;29,03;27,00;31,05;14,00;0
1243017;28,98;27,00;30,97;14,00;0
1253038;29,12;27,00;31,24;14,00;0
